,Driver,Team,LapTimeQ1,PositionQ1,GapToKnockoutQ1,Year,GP,LapTimeQ2,PositionQ2,GapToKnockoutQ2,GridPosition,RacePosition,Status,Points,PositionDifference,ChampionshipPoints,LastRacePosition,TeamChampionshipPoints,TeammateLastRacePosition,LapTimeFP1,GapToFastestFP1,PositionFP1,LapTimeFP2,GapToFastestFP2,PositionFP2,LapTimeFP3,GapToFastestFP3,PositionFP3,StartingTyre,NumberOfPitStops,TyresUsed,MadeItToQ2,MadeItToQ3,DNF,Strategy,TyreSOFT,TyreMEDIUM,TyreHARD,TyreWET,TyreINTERMEDIATE,TyreUNKNOWN,MostPopularStrategy,AlternativeStrategy,Pitlane,DNFDriving,DNFMechanical
1010,OCO,Alpine,82.565,11,0.297999999999988,2021,Qatar,82.012,6.0,0.228999999999999,9.0,5.0,Finished,10.0,4.0,53.0,5.0,109.0,3.0,84.972,1.24900000000001,9.0,84.041,0.893000000000001,11.0,83.209,0.899000000000001,8.0,SOFT,1,"SOFT, HARD",1.0,1.0,0,SOFT-HARD,1,0,0,0,0,0,MEDIUM-HARD-MEDIUM,1,0.0,0,0
1011,RIC,McLaren,82.688,12,0.174999999999997,2021,Qatar,82.597,14.0,-0.356000000000009,14.0,12.0,+1 Lap,0.0,2.0,76.0,12.0,186.0,9.0,85.291,1.56800000000001,11.0,84.135,0.986999999999995,14.0,83.711,1.401,11.0,MEDIUM,1,"MEDIUM, HARD",1.0,0.0,0,MEDIUM-HARD,0,1,0,0,0,0,MEDIUM-HARD-MEDIUM,1,0.0,0,0
1012,LEC,Ferrari,82.742,13,0.120999999999995,2021,Qatar,82.463,13.0,-0.222000000000008,13.0,8.0,Finished,4.0,5.0,119.0,8.0,243.5,7.0,84.79,1.06700000000001,7.0,84.095,0.946999999999988,13.0,83.276,0.966000000000008,9.0,MEDIUM,1,"MEDIUM, HARD",1.0,0.0,0,MEDIUM-HARD,0,1,0,0,0,0,MEDIUM-HARD-MEDIUM,1,0.0,0,0
1013,NOR,McLaren,82.839,14,0.0240000000000009,2021,Qatar,82.216,9.0,0.0249999999999914,4.0,9.0,+1 Lap,2.0,-5.0,110.0,9.0,186.0,12.0,85.215,1.492,10.0,83.632,0.483999999999995,5.0,83.895,1.58500000000001,13.0,SOFT,2,"SOFT, HARD, MEDIUM",1.0,1.0,0,SOFT-HARD-MEDIUM,1,0,0,0,0,0,MEDIUM-HARD-MEDIUM,1,0.0,0,0
1014,RUS,Williams,82.863,15,0.0,2021,Qatar,82.756,15.0,-0.515000000000001,15.0,17.0,+2 Laps,0.0,-2.0,15.0,17.0,22.0,19.0,85.871,2.14800000000001,16.0,84.954,1.806,16.0,83.923,1.613,14.0,SOFT,1,"SOFT, HARD, SOFT",1.0,0.0,0,SOFT-HARD-SOFT,1,0,0,0,0,0,MEDIUM-HARD-MEDIUM,1,0.0,0,0
1015,RAI,Kick Sauber,83.156,16,-0.293000000000006,2021,Qatar,,,,16.0,14.0,+1 Lap,0.0,2.0,6.0,14.0,7.0,15.0,85.828,2.105,15.0,84.631,1.48299999999999,15.0,84.246,1.93600000000001,16.0,SOFT,2,"SOFT, MEDIUM, HARD",0.0,,0,SOFT-MEDIUM-HARD,1,0,0,0,0,0,MEDIUM-HARD-MEDIUM,1,0.0,0,0
1016,LAT,Williams,83.213,17,-0.350000000000009,2021,Qatar,,,,17.0,19.0,Puncture,0.0,-2.0,7.0,19.0,22.0,17.0,85.688,1.965,13.0,85.209,2.06099999999999,18.0,84.499,2.18900000000001,18.0,SOFT,1,"SOFT, HARD",0.0,,1,SOFT-HARD,1,0,0,0,0,0,MEDIUM-HARD-MEDIUM,1,0.0,0,1
1017,GIO,Kick Sauber,83.262,18,-0.399000000000001,2021,Qatar,,,,18.0,15.0,+1 Lap,0.0,3.0,1.0,15.0,7.0,14.0,85.757,2.03400000000001,14.0,85.072,1.92399999999999,17.0,84.288,1.97800000000001,17.0,SOFT,1,"SOFT, MEDIUM",0.0,,0,SOFT-MEDIUM-MEDIUM,1,0,0,0,0,0,MEDIUM-HARD-MEDIUM,1,0.0,0,0
1018,MSC,Haas F1 Team,83.407,19,-0.544000000000011,2021,Qatar,,,,19.0,16.0,+1 Lap,0.0,3.0,0.0,16.0,0.0,18.0,86.699,2.97600000000001,18.0,85.575,2.42699999999999,19.0,84.68,2.37,19.0,SOFT,1,"SOFT, MEDIUM",0.0,,0,SOFT-MEDIUM,1,0,0,0,0,0,MEDIUM-HARD-MEDIUM,1,0.0,0,0
1019,MAZ,Haas F1 Team,85.859,20,-2.99600000000001,2021,Qatar,,,,20.0,18.0,+2 Laps,0.0,2.0,0.0,18.0,0.0,16.0,87.5,3.777,20.0,,,,,,,MEDIUM,1,"MEDIUM, SOFT",0.0,,0,MEDIUM-SOFT,0,1,0,0,0,0,MEDIUM-HARD-MEDIUM,1,0.0,0,0
1020,PER,Red Bull Racing,88.021,1,0.923000000000002,2021,Saudi Arabia,87.946,2.0,0.669999999999987,5.0,17.0,Collision,0.0,-12.0,134.0,17.0,391.5,2.0,90.96,1.17400000000001,11.0,89.768,0.75,9.0,88.629,0.528999999999996,3.0,MEDIUM,1,"MEDIUM, HARD, MEDIUM",1.0,1.0,1,MEDIUM-HARD-MEDIUM,0,1,0,0,0,0,HARD-MEDIUM-MEDIUM,1,0.0,1,0
1021,BOT,Mercedes,88.057,2,0.887,2021,Saudi Arabia,88.054,4.0,0.561999999999998,2.0,3.0,Finished,15.0,-1.0,122.0,3.0,398.5,1.0,90.009,0.222999999999999,3.0,89.079,0.061000000000007,2.0,89.019,0.918999999999997,6.0,MEDIUM,1,"MEDIUM, HARD, MEDIUM",1.0,1.0,0,MEDIUM-HARD-HARD-MEDIUM,0,1,0,0,0,0,HARD-MEDIUM-MEDIUM,1,0.0,0,0
1022,RIC,McLaren,88.216,3,0.727999999999994,2021,Saudi Arabia,88.668,11.0,-0.0520000000000067,11.0,5.0,Finished,10.0,6.0,86.0,5.0,197.0,10.0,90.608,0.822000000000003,8.0,89.968,0.950000000000003,11.0,89.717,1.61699999999999,14.0,HARD,1,"HARD, MEDIUM",1.0,0.0,0,HARD-MEDIUM-MEDIUM,0,0,1,0,0,0,HARD-MEDIUM-MEDIUM,0,0.0,0,0
1023,SAI,Ferrari,88.237,4,0.706999999999994,2021,Saudi Arabia,113.652,15.0,-25.036,15.0,8.0,Finished,4.0,7.0,128.5,8.0,253.5,7.0,90.564,0.778000000000006,6.0,89.589,0.570999999999998,7.0,89.149,1.04899999999999,8.0,HARD,1,"HARD, MEDIUM",1.0,0.0,0,HARD-MEDIUM-MEDIUM,0,0,1,0,0,0,HARD-MEDIUM-MEDIUM,0,0.0,0,0
1024,VER,Red Bull Racing,88.285,5,0.658999999999992,2021,Saudi Arabia,87.953,3.0,0.662999999999997,3.0,2.0,Finished,18.0,1.0,257.5,2.0,391.5,17.0,89.842,0.0559999999999973,2.0,89.213,0.195000000000007,4.0,88.1,0.0,1.0,MEDIUM,1,"MEDIUM, HARD, MEDIUM",1.0,1.0,0,MEDIUM-HARD-MEDIUM,0,1,0,0,0,0,HARD-MEDIUM-MEDIUM,1,0.0,0,0
1025,LEC,Ferrari,88.31,6,0.634,2021,Saudi Arabia,88.459,8.0,0.156999999999996,4.0,7.0,Finished,6.0,-3.0,125.0,7.0,253.5,8.0,90.6,0.814000000000007,7.0,89.772,0.754000000000005,10.0,89.101,1.00099999999999,7.0,MEDIUM,1,"MEDIUM, HARD",1.0,1.0,0,MEDIUM-HARD-HARD-HARD,0,1,0,0,0,0,HARD-MEDIUM-MEDIUM,1,0.0,0,0
1026,NOR,McLaren,88.338,7,0.605999999999995,2021,Saudi Arabia,88.344,7.0,0.271999999999991,7.0,10.0,Finished,1.0,-3.0,111.0,10.0,197.0,5.0,91.029,1.24300000000001,13.0,90.004,0.986000000000004,12.0,89.3,1.2,10.0,SOFT,1,"SOFT, HARD",1.0,1.0,0,SOFT-HARD-HARD-HARD,1,0,0,0,0,0,HARD-MEDIUM-MEDIUM,1,0.0,0,0
1027,GAS,RB,88.401,8,0.542999999999992,2021,Saudi Arabia,88.314,6.0,0.301999999999992,6.0,6.0,Finished,8.0,0.0,81.0,6.0,113.0,14.0,90.263,0.477000000000004,4.0,89.099,0.081000000000003,3.0,88.715,0.614999999999995,5.0,MEDIUM,1,"MEDIUM, HARD",1.0,1.0,0,MEDIUM-HARD-HARD,0,1,0,0,0,0,HARD-MEDIUM-MEDIUM,1,0.0,0,0
1028,HAM,Mercedes,88.466,9,0.477999999999994,2021,Saudi Arabia,87.712,1.0,0.903999999999996,1.0,1.0,Finished,26.0,0.0,276.5,1.0,398.5,3.0,89.786,0.0,1.0,89.018,0.0,1.0,88.314,0.213999999999999,2.0,MEDIUM,1,"MEDIUM, HARD",1.0,1.0,0,MEDIUM-HARD-HARD-HARD,0,1,0,0,0,0,HARD-MEDIUM-MEDIUM,1,0.0,0,0
1029,TSU,RB,88.503,10,0.441000000000003,2021,Saudi Arabia,88.222,5.0,0.393999999999991,8.0,14.0,+1 Lap,0.0,-6.0,32.0,14.0,113.0,6.0,91.099,1.313,15.0,89.597,0.579000000000008,8.0,88.641,0.540999999999997,4.0,MEDIUM,1,"MEDIUM, HARD, MEDIUM, HARD",1.0,1.0,0,MEDIUM-HARD-MEDIUM-HARD,0,1,0,0,0,0,HARD-MEDIUM-MEDIUM,1,0.0,0,0
1030,OCO,Alpine,88.752,11,0.191999999999993,2021,Saudi Arabia,88.574,9.0,0.0419999999999873,9.0,4.0,Finished,12.0,5.0,65.0,4.0,121.0,13.0,91.023,1.23700000000001,12.0,89.555,0.537000000000006,6.0,89.177,1.077,9.0,MEDIUM,1,"MEDIUM, HARD",1.0,1.0,0,MEDIUM-HARD-HARD,0,1,0,0,0,0,HARD-MEDIUM-MEDIUM,1,0.0,0,0
1031,RAI,Kick Sauber,88.856,12,0.0879999999999938,2021,Saudi Arabia,88.885,12.0,-0.269000000000005,12.0,15.0,+1 Lap,0.0,-3.0,6.0,15.0,9.0,9.0,91.296,1.51,16.0,90.276,1.25800000000001,14.0,89.689,1.589,13.0,MEDIUM,1,"MEDIUM, HARD, MEDIUM",1.0,0.0,0,MEDIUM-HARD-HARD-MEDIUM,0,1,0,0,0,0,HARD-MEDIUM-MEDIUM,1,0.0,0,0
1032,GIO,Kick Sauber,88.899,13,0.0450000000000017,2021,Saudi Arabia,88.616,10.0,0.0,10.0,9.0,Finished,2.0,1.0,3.0,9.0,9.0,15.0,90.318,0.532000000000011,5.0,90.11,1.092,13.0,89.59,1.49,12.0,MEDIUM,1,"MEDIUM, HARD",1.0,1.0,0,MEDIUM-HARD-HARD,0,1,0,0,0,0,HARD-MEDIUM-MEDIUM,1,0.0,0,0
1033,RUS,Williams,88.926,14,0.0180000000000006,2021,Saudi Arabia,89.054,14.0,-0.438000000000002,14.0,19.0,Collision,0.0,-5.0,15.0,19.0,22.0,12.0,91.343,1.557,17.0,90.506,1.488,17.0,90.034,1.934,16.0,MEDIUM,1,"MEDIUM, HARD",1.0,0.0,1,MEDIUM-HARD-HARD,0,1,0,0,0,0,HARD-MEDIUM-MEDIUM,1,0.0,1,0
1034,ALO,Alpine,88.944,15,0.0,2021,Saudi Arabia,88.92,13.0,-0.304000000000002,13.0,13.0,+1 Lap,0.0,0.0,56.0,13.0,121.0,4.0,90.842,1.056,9.0,89.441,0.423000000000002,5.0,89.418,1.318,11.0,MEDIUM,2,"MEDIUM, HARD, SOFT",1.0,0.0,0,MEDIUM-HARD-HARD-HARD-SOFT,0,1,0,0,0,0,HARD-MEDIUM-MEDIUM,1,0.0,0,0
1035,LAT,Williams,89.177,16,-0.233000000000004,2021,Saudi Arabia,,,,16.0,12.0,Finished,0.0,4.0,7.0,12.0,22.0,19.0,91.821,2.03500000000001,19.0,91.039,2.021,19.0,90.366,2.26599999999999,18.0,MEDIUM,1,"MEDIUM, HARD, MEDIUM, HARD",0.0,,0,MEDIUM-HARD-MEDIUM-HARD,0,1,0,0,0,0,HARD-MEDIUM-MEDIUM,1,0.0,0,0
1036,VET,Aston Martin,89.198,17,-0.254000000000005,2021,Saudi Arabia,,,,17.0,16.0,Collision damage,0.0,1.0,41.0,16.0,72.0,11.0,90.886,1.10000000000001,10.0,90.502,1.48400000000001,16.0,90.296,2.196,17.0,HARD,1,"HARD, MEDIUM",0.0,,1,HARD-MEDIUM-MEDIUM,0,0,1,0,0,0,HARD-MEDIUM-MEDIUM,0,0.0,1,0
1037,STR,Aston Martin,89.368,18,-0.424000000000007,2021,Saudi Arabia,,,,18.0,11.0,Finished,0.0,7.0,31.0,11.0,72.0,16.0,91.044,1.25800000000001,14.0,90.442,1.42400000000001,15.0,90.03,1.92999999999999,15.0,MEDIUM,1,"MEDIUM, HARD, MEDIUM",0.0,,0,MEDIUM-HARD-HARD-MEDIUM,0,1,0,0,0,0,HARD-MEDIUM-MEDIUM,1,0.0,0,0
1038,MSC,Haas F1 Team,89.464,19,-0.519999999999996,2021,Saudi Arabia,,,,19.0,20.0,Accident,0.0,-1.0,0.0,20.0,0.0,18.0,91.525,1.739,18.0,90.652,1.634,18.0,90.933,2.833,19.0,MEDIUM,0,MEDIUM,0.0,,1,MEDIUM,0,1,0,0,0,0,HARD-MEDIUM-MEDIUM,1,0.0,1,0
1039,MAZ,Haas F1 Team,90.473,20,-1.529,2021,Saudi Arabia,,,,20.0,18.0,Collision,0.0,2.0,0.0,18.0,0.0,20.0,93.464,3.67800000000001,20.0,91.629,2.611,20.0,90.979,2.87899999999999,20.0,MEDIUM,1,"MEDIUM, HARD",0.0,,1,MEDIUM-HARD,0,1,0,0,0,0,HARD-MEDIUM-MEDIUM,1,0.0,1,0
1040,VER,Red Bull Racing,91.001,1,2.059,2021,France,91.08,4.0,0.534999999999997,1.0,1.0,Finished,26.0,0.0,283.5,1.0,432.5,3.0,93.88,0.432000000000002,3.0,92.872,0.0,1.0,91.3,0.0,1.0,MEDIUM,1,"MEDIUM, HARD, MEDIUM",1.0,1.0,0,MEDIUM-HARD-MEDIUM,0,1,0,0,0,0,MEDIUM-HARD,1,0.0,0,0
1041,HAM,Mercedes,91.237,2,1.82299999999999,2021,France,90.788,2.0,0.826999999999998,2.0,2.0,Finished,18.0,0.0,294.5,2.0,428.5,4.0,93.783,0.334999999999994,2.0,93.125,0.253,3.0,92.266,0.965999999999994,5.0,MEDIUM,1,"MEDIUM, HARD",1.0,1.0,0,MEDIUM-HARD,0,1,0,0,0,0,MEDIUM-HARD,0,0.0,0,0
1042,PER,Red Bull Racing,91.56,3,1.5,2021,France,90.971,3.0,0.644000000000005,4.0,3.0,Finished,15.0,1.0,149.0,3.0,432.5,1.0,94.193,0.745000000000005,4.0,93.921,1.04900000000001,12.0,92.238,0.937999999999988,4.0,MEDIUM,1,"MEDIUM, HARD",1.0,1.0,0,MEDIUM-HARD,0,1,0,0,0,0,MEDIUM-HARD,0,0.0,0,0
1043,BOT,Mercedes,91.669,4,1.39099999999999,2021,France,90.735,1.0,0.88000000000001,3.0,4.0,Finished,12.0,-1.0,134.0,4.0,428.5,2.0,93.448,0.0,1.0,92.88,0.0080000000000097,2.0,92.047,0.747,2.0,MEDIUM,1,"MEDIUM, HARD",1.0,1.0,0,MEDIUM-HARD,0,1,0,0,0,0,MEDIUM-HARD,0,0.0,0,0
1044,NOR,McLaren,91.733,5,1.327,2021,France,91.542,7.0,0.0730000000000075,8.0,5.0,Finished,10.0,3.0,121.0,5.0,215.0,6.0,94.707,1.259,9.0,93.822,0.950000000000003,10.0,92.336,1.036,6.0,MEDIUM,1,"MEDIUM, HARD",1.0,1.0,0,MEDIUM-HARD,0,1,0,0,0,0,MEDIUM-HARD,0,0.0,0,0
1045,GAS,RB,91.898,6,1.16199999999999,2021,France,91.353,6.0,0.262,6.0,7.0,Finished,6.0,-1.0,87.0,7.0,119.0,13.0,94.699,1.251,8.0,93.696,0.824000000000012,7.0,92.707,1.407,9.0,MEDIUM,1,"MEDIUM, HARD",1.0,1.0,0,MEDIUM-HARD,0,1,0,0,0,0,MEDIUM-HARD,0,0.0,0,0
1046,SAI,Ferrari,92.079,7,0.980999999999994,2021,France,91.146,5.0,0.469000000000008,5.0,11.0,Finished,0.0,-6.0,128.5,11.0,253.5,16.0,95.342,1.894,16.0,93.698,0.826000000000008,8.0,92.195,0.894999999999996,3.0,MEDIUM,1,"MEDIUM, HARD",1.0,1.0,0,MEDIUM-HARD,0,1,0,0,0,0,MEDIUM-HARD,0,0.0,0,0
1047,VET,Aston Martin,92.132,8,0.927999999999997,2021,France,91.767,12.0,-0.152000000000001,12.0,9.0,Finished,2.0,3.0,43.0,9.0,75.0,10.0,95.289,1.84099999999999,15.0,94.447,1.575,15.0,93.2,1.89999999999999,15.0,HARD,1,"HARD, MEDIUM",1.0,0.0,0,HARD-MEDIUM,0,0,1,0,0,0,MEDIUM-HARD,1,0.0,0,0
1048,OCO,Alpine,92.139,9,0.920999999999992,2021,France,91.736,11.0,-0.120999999999995,11.0,14.0,+1 Lap,0.0,-3.0,65.0,14.0,125.0,8.0,94.329,0.881,5.0,93.685,0.813000000000002,6.0,92.681,1.381,8.0,HARD,1,"HARD, MEDIUM",1.0,0.0,0,HARD-MEDIUM,0,0,1,0,0,0,MEDIUM-HARD,1,0.0,0,0
1049,ALO,Alpine,92.158,10,0.902000000000001,2021,France,91.549,8.0,0.0660000000000025,9.0,8.0,Finished,4.0,1.0,60.0,8.0,125.0,14.0,94.693,1.245,7.0,93.34,0.468000000000004,4.0,92.624,1.324,7.0,MEDIUM,1,"MEDIUM, HARD",1.0,1.0,0,MEDIUM-HARD,0,1,0,0,0,0,MEDIUM-HARD,0,0.0,0,0
1050,RIC,McLaren,92.181,11,0.878999999999991,2021,France,91.615,10.0,0.0,10.0,6.0,Finished,8.0,4.0,94.0,6.0,215.0,5.0,94.644,1.196,6.0,94.079,1.20700000000001,14.0,92.759,1.45899999999999,10.0,MEDIUM,1,"MEDIUM, HARD",1.0,1.0,0,MEDIUM-HARD,0,1,0,0,0,0,MEDIUM-HARD,0,0.0,0,0
1051,LEC,Ferrari,92.209,12,0.850999999999999,2021,France,91.567,9.0,0.0480000000000018,7.0,16.0,+1 Lap,0.0,-9.0,125.0,16.0,253.5,11.0,94.95,1.502,11.0,93.55,0.678000000000011,5.0,92.82,1.52,11.0,MEDIUM,1,"MEDIUM, HARD, MEDIUM",1.0,1.0,0,MEDIUM-HARD-MEDIUM,0,1,0,0,0,0,MEDIUM-HARD,1,0.0,0,0
1052,GIO,Kick Sauber,92.722,13,0.337999999999994,2021,France,91.813,13.0,-0.197999999999993,13.0,15.0,+1 Lap,0.0,-2.0,3.0,15.0,9.0,17.0,95.116,1.66799999999999,12.0,93.831,0.959000000000003,11.0,93.017,1.717,13.0,HARD,1,"HARD, MEDIUM",1.0,0.0,0,HARD-MEDIUM,0,0,1,0,0,0,MEDIUM-HARD,1,0.0,0,0
1053,MSC,Haas F1 Team,92.942,14,0.117999999999995,2021,France,,,,15.0,19.0,+1 Lap,0.0,-4.0,0.0,19.0,0.0,20.0,97.329,3.881,19.0,95.512,2.64,19.0,94.143,2.84299999999999,19.0,MEDIUM,1,"MEDIUM, HARD",1.0,,0,MEDIUM-HARD,0,1,0,0,0,0,MEDIUM-HARD,0,0.0,0,0
1054,RUS,Williams,93.06,15,0.0,2021,France,92.065,14.0,-0.450000000000003,14.0,12.0,+1 Lap,0.0,2.0,15.0,12.0,22.0,18.0,,,,95.266,2.394,17.0,93.364,2.06399999999999,17.0,MEDIUM,1,"MEDIUM, HARD",1.0,0.0,0,MEDIUM-HARD,0,1,0,0,0,0,MEDIUM-HARD,0,0.0,0,0
1055,LAT,Williams,93.062,16,-0.0020000000000095,2021,France,,,,16.0,18.0,+1 Lap,0.0,-2.0,7.0,18.0,22.0,12.0,95.612,2.164,17.0,95.331,2.459,18.0,93.584,2.28399999999999,18.0,MEDIUM,1,"MEDIUM, HARD",0.0,,0,MEDIUM-HARD,0,1,0,0,0,0,MEDIUM-HARD,0,0.0,0,0
1056,RAI,Kick Sauber,93.354,17,-0.293999999999997,2021,France,,,,17.0,17.0,+1 Lap,0.0,0.0,6.0,17.0,9.0,15.0,95.135,1.687,13.0,93.786,0.914000000000002,9.0,93.328,2.02799999999999,16.0,HARD,1,"HARD, MEDIUM",0.0,,0,HARD-MEDIUM,0,0,1,0,0,0,MEDIUM-HARD,1,0.0,0,0
1057,MAZ,Haas F1 Team,93.554,18,-0.494,2021,France,,,,18.0,20.0,+1 Lap,0.0,-2.0,0.0,20.0,0.0,19.0,96.651,3.203,18.0,95.551,2.679,20.0,94.642,3.342,20.0,HARD,1,"HARD, MEDIUM",0.0,,0,HARD-MEDIUM,0,0,1,0,0,0,MEDIUM-HARD,1,0.0,0,0
1058,STR,Aston Martin,,19,,2021,France,,,,19.0,10.0,Finished,1.0,9.0,32.0,10.0,75.0,9.0,95.275,1.827,14.0,94.632,1.76,16.0,93.051,1.75099999999999,14.0,HARD,1,"HARD, SOFT",,,0,HARD-SOFT,0,0,1,0,0,0,MEDIUM-HARD,1,0.0,0,0
1059,TSU,RB,,20,,2021,France,,,,20.0,13.0,+1 Lap,0.0,-13.0,32.0,13.0,119.0,7.0,94.847,1.399,10.0,93.955,1.08300000000001,13.0,92.9,1.59999999999999,12.0,MEDIUM,1,"MEDIUM, HARD",,,0,MEDIUM-HARD,0,1,0,0,0,0,MEDIUM-HARD,0,1.0,0,0
1060,LEC,Ferrari,69.829,1,0.659999999999997,2021,Netherlands,69.437,2.0,0.596000000000004,5.0,5.0,+1 Lap,10.0,0.0,135.0,5.0,269.5,7.0,71.623,0.123000000000005,4.0,70.902,0.0,1.0,70.896,1.273,9.0,SOFT,1,"SOFT, HARD",1.0,1.0,0,SOFT-HARD,1,0,0,0,0,0,SOFT-HARD,0,0.0,0,0
1061,SAI,Ferrari,70.022,2,0.466999999999999,2021,Netherlands,69.87,7.0,0.162999999999997,6.0,7.0,+1 Lap,6.0,-1.0,134.5,7.0,269.5,5.0,71.601,0.100999999999999,3.0,71.056,0.153999999999996,2.0,71.94,2.31699999999999,16.0,SOFT,1,"SOFT, HARD",1.0,1.0,0,SOFT-HARD,1,0,0,0,0,0,SOFT-HARD,0,0.0,0,0
1062,VER,Red Bull Racing,70.036,3,0.453000000000003,2021,Netherlands,69.071,1.0,0.962000000000003,1.0,1.0,Finished,25.0,0.0,308.5,1.0,461.5,8.0,71.597,0.0970000000000084,2.0,71.264,0.362000000000009,5.0,69.623,0.0,1.0,SOFT,2,"SOFT, MEDIUM, HARD",1.0,1.0,0,SOFT-MEDIUM-HARD,1,0,0,0,0,0,SOFT-HARD,1,0.0,0,0
1063,GIO,Kick Sauber,70.05,4,0.438999999999993,2021,Netherlands,70.033,10.0,0.0,7.0,14.0,+2 Laps,0.0,-7.0,3.0,14.0,9.0,15.0,72.359,0.859000000000009,8.0,71.678,0.77600000000001,9.0,71.299,1.676,15.0,SOFT,2,"SOFT, MEDIUM, HARD",1.0,1.0,0,SOFT-MEDIUM-HARD,1,0,0,0,0,0,SOFT-HARD,1,0.0,0,0
1064,LAT,Williams,70.093,5,0.396000000000001,2021,Netherlands,71.161,14.0,-1.128,20.0,16.0,+2 Laps,0.0,-16.0,7.0,16.0,22.0,17.0,72.907,1.40700000000001,12.0,72.61,1.708,18.0,71.083,1.45999999999999,12.0,MEDIUM,1,"MEDIUM, HARD",1.0,0.0,0,MEDIUM-HARD,0,1,0,0,0,0,SOFT-HARD,1,1.0,0,0
1065,HAM,Mercedes,70.114,6,0.375,2021,Netherlands,69.726,4.0,0.307000000000002,2.0,2.0,Finished,19.0,0.0,313.5,2.0,462.5,3.0,71.5,0.0,1.0,71.911,1.009,11.0,70.417,0.793999999999997,3.0,SOFT,1,"SOFT, MEDIUM, SOFT",1.0,1.0,0,SOFT-MEDIUM-MEDIUM-SOFT,1,0,0,0,0,0,SOFT-HARD,1,0.0,0,0
1066,OCO,Alpine,70.179,7,0.310000000000002,2021,Netherlands,69.919,8.0,0.11399999999999,8.0,9.0,+1 Lap,2.0,-1.0,67.0,9.0,135.0,6.0,72.231,0.731000000000009,7.0,71.074,0.171999999999997,3.0,71.18,1.557,13.0,SOFT,1,"SOFT, MEDIUM",1.0,1.0,0,SOFT-MEDIUM,1,0,0,0,0,0,SOFT-HARD,1,0.0,0,0
1067,BOT,Mercedes,70.219,8,0.269999999999996,2021,Netherlands,69.769,5.0,0.263999999999996,3.0,3.0,Finished,15.0,0.0,149.0,3.0,462.5,2.0,71.738,0.238,5.0,71.132,0.230000000000004,4.0,70.179,0.555999999999997,2.0,SOFT,1,"SOFT, MEDIUM, SOFT",1.0,1.0,0,SOFT-MEDIUM-SOFT,1,0,0,0,0,0,SOFT-HARD,1,0.0,0,0
1068,RIC,McLaren,70.255,9,0.233999999999995,2021,Netherlands,69.865,6.0,0.167999999999992,10.0,11.0,+1 Lap,0.0,-1.0,94.0,11.0,216.0,10.0,73.081,1.581,14.0,72.157,1.25500000000001,15.0,71.013,1.39,11.0,SOFT,1,"SOFT, HARD",1.0,1.0,0,SOFT-HARD,1,0,0,0,0,0,SOFT-HARD,0,0.0,0,0
1069,GAS,RB,70.274,10,0.215000000000003,2021,Netherlands,69.541,3.0,0.49199999999999,4.0,4.0,+1 Lap,12.0,0.0,99.0,4.0,131.0,19.0,72.515,1.015,10.0,71.462,0.560000000000002,7.0,71.005,1.382,10.0,SOFT,1,"SOFT, MEDIUM",1.0,1.0,0,SOFT-MEDIUM,1,0,0,0,0,0,SOFT-HARD,1,0.0,0,0
1070,RUS,Williams,70.382,11,0.106999999999999,2021,Netherlands,70.332,11.0,-0.299000000000007,11.0,17.0,Gearbox,0.0,-6.0,15.0,17.0,22.0,16.0,73.181,1.68100000000001,15.0,72.855,1.953,20.0,71.274,1.651,14.0,MEDIUM,2,"MEDIUM, HARD, SOFT",1.0,0.0,1,MEDIUM-HARD-SOFT,0,1,0,0,0,0,SOFT-HARD,1,0.0,0,1
1071,ALO,Alpine,70.435,12,0.054000000000002,2021,Netherlands,70.02,9.0,0.012999999999991,9.0,6.0,+1 Lap,8.0,3.0,68.0,6.0,135.0,9.0,72.158,0.658000000000001,6.0,71.28,0.378,6.0,70.67,1.047,5.0,SOFT,1,"SOFT, MEDIUM",1.0,1.0,0,SOFT-MEDIUM,1,0,0,0,0,0,SOFT-HARD,1,0.0,0,0
1072,STR,Aston Martin,70.438,13,0.0510000000000019,2021,Netherlands,70.367,12.0,-0.334000000000003,12.0,12.0,+2 Laps,0.0,0.0,32.0,12.0,75.0,13.0,72.431,0.931000000000012,9.0,72.136,1.23400000000001,14.0,70.842,1.21899999999999,7.0,SOFT,1,"SOFT, HARD",1.0,0.0,0,SOFT-HARD,1,0,0,0,0,0,SOFT-HARD,0,0.0,0,0
1073,TSU,RB,70.462,14,0.027000000000001,2021,Netherlands,71.314,15.0,-1.28100000000001,14.0,19.0,Power Unit,0.0,-5.0,32.0,19.0,131.0,4.0,120.384,48.884,20.0,72.096,1.194,13.0,71.98,2.357,17.0,SOFT,1,"SOFT, MEDIUM",1.0,0.0,1,SOFT-MEDIUM,1,0,0,0,0,0,SOFT-HARD,1,0.0,0,1
1074,NOR,McLaren,70.489,15,0.0,2021,Netherlands,70.406,13.0,-0.373000000000005,13.0,10.0,+1 Lap,1.0,3.0,122.0,10.0,216.0,11.0,72.679,1.179,11.0,71.488,0.585999999999999,8.0,70.781,1.158,6.0,MEDIUM,1,"MEDIUM, HARD",1.0,0.0,0,MEDIUM-HARD,0,1,0,0,0,0,SOFT-HARD,1,0.0,0,0
