,Driver,Team,LapTimeQ1,PositionQ1,GapToKnockoutQ1,Year,GP,LapTimeQ2,PositionQ2,GapToKnockoutQ2,GridPosition,RacePosition,Status,Points,PositionDifference,ChampionshipPoints,LastRacePosition,TeamChampionshipPoints,TeammateLastRacePosition,LapTimeFP1,GapToFastestFP1,PositionFP1,LapTimeFP2,GapToFastestFP2,PositionFP2,LapTimeFP3,GapToFastestFP3,PositionFP3,StartingTyre,NumberOfPitStops,TyresUsed,MadeItToQ2,MadeItToQ3,DNF,Strategy,TyreSOFT,TyreMEDIUM,TyreHARD,TyreWET,TyreINTERMEDIATE,TyreUNKNOWN,MostPopularStrategy,AlternativeStrategy,Pitlane,DNFDriving,DNFMechanical
537,GIO,Kick Sauber,103.95,18,-0.293999999999997,2020,Belgium,,,,18.0,18.0,Accident,0.0,0.0,2.0,18.0,2.0,12.0,149.723,45.23,18.0,104.861,1.117,13.0,105.19,1.935,19.0,MEDIUM,0,MEDIUM,0.0,,1,MEDIUM,0,1,0,0,0,0,MEDIUM-HARD,1,0.0,1,0
538,LAT,Williams,104.138,19,-0.481999999999999,2020,Belgium,,,,19.0,16.0,Finished,0.0,3.0,0.0,16.0,0.0,19.0,106.488,1.99499999999999,16.0,105.774,2.03,18.0,104.771,1.51599999999999,13.0,MEDIUM,1,"MEDIUM, HARD, MEDIUM",0.0,,0,MEDIUM-HARD-MEDIUM,0,1,0,0,0,0,MEDIUM-HARD,1,0.0,0,0
539,MAG,Haas F1 Team,104.314,20,-0.658000000000001,2020,Belgium,,,,20.0,17.0,Finished,0.0,3.0,1.0,17.0,1.0,15.0,,,,106.242,2.498,20.0,104.841,1.586,14.0,MEDIUM,2,"MEDIUM, HARD, SOFT",0.0,,0,MEDIUM-HARD-SOFT,0,1,0,0,0,0,MEDIUM-HARD,1,0.0,0,0
540,HAM,Mercedes,95.528,1,1.547,2020,Abu Dhabi,95.466,1.0,0.816000000000003,3.0,3.0,Finished,15.0,0.0,153.0,3.0,249.0,2.0,98.744,1.366,5.0,96.097,0.0,1.0,97.012,0.760999999999996,6.0,MEDIUM,1,"MEDIUM, HARD",1.0,1.0,0,MEDIUM-HARD,0,1,0,0,0,0,MEDIUM-HARD,0,0.0,0,0
541,BOT,Mercedes,95.699,2,1.37599999999999,2020,Abu Dhabi,95.527,2.0,0.75500000000001,2.0,2.0,Finished,18.0,0.0,96.0,2.0,249.0,3.0,97.412,0.034000000000006,2.0,96.276,0.179000000000002,2.0,97.085,0.834000000000003,9.0,MEDIUM,1,"MEDIUM, HARD",1.0,1.0,0,MEDIUM-HARD,0,1,0,0,0,0,MEDIUM-HARD,0,0.0,0,0
542,LEC,Ferrari,95.881,3,1.194,2020,Abu Dhabi,95.932,6.0,0.350000000000009,12.0,13.0,+1 Lap,0.0,-1.0,34.0,13.0,50.0,14.0,99.344,1.96600000000001,12.0,97.508,1.411,8.0,97.27,1.01900000000001,12.0,MEDIUM,1,"MEDIUM, HARD",1.0,1.0,0,MEDIUM-HARD,0,1,0,0,0,0,MEDIUM-HARD,0,0.0,0,0
543,VER,Red Bull Racing,95.993,4,1.08199999999999,2020,Abu Dhabi,95.641,3.0,0.641000000000005,1.0,1.0,Finished,25.0,0.0,114.0,1.0,167.0,4.0,97.378,0.0,1.0,97.029,0.932000000000002,4.0,96.251,0.0,1.0,MEDIUM,1,"MEDIUM, HARD",1.0,1.0,0,MEDIUM-HARD,0,1,0,0,0,0,MEDIUM-HARD,0,0.0,0,0
544,NOR,McLaren,96.016,5,1.059,2020,Abu Dhabi,95.849,5.0,0.433000000000007,4.0,5.0,Finished,10.0,-1.0,55.0,5.0,93.0,6.0,99.352,1.974,13.0,97.438,1.34099999999999,5.0,96.994,0.742999999999995,5.0,SOFT,1,"SOFT, HARD",1.0,1.0,0,SOFT-HARD,1,0,0,0,0,0,MEDIUM-HARD,1,0.0,0,0
545,PER,Aston Martin,96.034,6,1.041,2020,Abu Dhabi,,,,19.0,20.0,Transmission,0.0,-1.0,25.0,20.0,54.0,10.0,98.956,1.578,8.0,97.506,1.40899999999999,7.0,97.227,0.975999999999999,10.0,HARD,0,HARD,1.0,,1,HARD,0,0,1,0,0,0,MEDIUM-HARD,1,0.0,0,1
546,ALB,Red Bull Racing,96.106,7,0.968999999999994,2020,Abu Dhabi,95.654,4.0,0.628,5.0,4.0,Finished,12.0,1.0,53.0,4.0,167.0,1.0,98.547,1.16900000000001,4.0,97.015,0.917999999999992,3.0,96.752,0.501000000000005,2.0,SOFT,1,"SOFT, HARD",1.0,1.0,0,SOFT-HARD,1,0,0,0,0,0,MEDIUM-HARD,1,0.0,0,0
547,KVY,RB,96.459,8,0.616,2020,Abu Dhabi,96.214,9.0,0.0679999999999978,7.0,11.0,+1 Lap,0.0,-4.0,0.0,11.0,30.0,8.0,99.15,1.77200000000001,9.0,97.596,1.499,11.0,97.266,1.015,11.0,SOFT,1,"SOFT, HARD",1.0,1.0,0,SOFT-HARD,1,0,0,0,0,0,MEDIUM-HARD,1,0.0,0,0
548,STR,Aston Martin,96.502,9,0.572999999999993,2020,Abu Dhabi,96.143,7.0,0.13900000000001,8.0,10.0,Finished,1.0,-2.0,29.0,10.0,54.0,20.0,98.831,1.453,6.0,97.56,1.46299999999999,10.0,97.03,0.778999999999996,7.0,SOFT,1,"SOFT, HARD",1.0,1.0,0,SOFT-HARD,1,0,0,0,0,0,MEDIUM-HARD,1,0.0,0,0
549,SAI,McLaren,96.517,10,0.557999999999993,2020,Abu Dhabi,96.192,8.0,0.0900000000000034,6.0,6.0,Finished,8.0,0.0,38.0,6.0,93.0,5.0,99.33,1.95200000000001,11.0,97.616,1.51899999999999,12.0,97.068,0.817000000000007,8.0,MEDIUM,1,"MEDIUM, HARD",1.0,1.0,0,MEDIUM-HARD,0,1,0,0,0,0,MEDIUM-HARD,0,0.0,0,0
550,GAS,RB,96.545,11,0.530000000000001,2020,Abu Dhabi,96.282,10.0,0.0,9.0,8.0,Finished,4.0,1.0,30.0,8.0,30.0,11.0,98.911,1.533,7.0,97.9,1.803,13.0,97.371,1.12,13.0,SOFT,1,"SOFT, HARD",1.0,1.0,0,SOFT-HARD,1,0,0,0,0,0,MEDIUM-HARD,1,0.0,0,0
551,VET,Ferrari,96.655,12,0.420000000000002,2020,Abu Dhabi,96.631,13.0,-0.34899999999999,13.0,14.0,+1 Lap,0.0,-1.0,16.0,14.0,50.0,13.0,99.67,2.292,14.0,98.198,2.101,15.0,97.728,1.477,14.0,HARD,1,"HARD, MEDIUM",1.0,0.0,0,HARD-MEDIUM,0,0,1,0,0,0,MEDIUM-HARD,1,0.0,0,0
552,RIC,Alpine,96.704,13,0.370999999999995,2020,Abu Dhabi,96.406,12.0,-0.123999999999995,11.0,7.0,Finished,7.0,4.0,42.0,7.0,68.0,9.0,,,,97.508,1.411,8.0,96.877,0.626000000000005,3.0,HARD,1,"HARD, MEDIUM",1.0,0.0,0,HARD-MEDIUM,0,0,1,0,0,0,MEDIUM-HARD,1,0.0,0,0
553,OCO,Alpine,96.783,14,0.292000000000002,2020,Abu Dhabi,96.359,11.0,-0.0769999999999981,10.0,9.0,Finished,2.0,1.0,26.0,9.0,68.0,7.0,98.515,1.137,3.0,97.505,1.408,6.0,96.899,0.647999999999996,4.0,MEDIUM,1,"MEDIUM, HARD",1.0,0.0,0,MEDIUM-HARD,0,1,0,0,0,0,MEDIUM-HARD,0,0.0,0,0
554,GIO,Kick Sauber,97.075,15,0.0,2020,Abu Dhabi,98.248,14.0,-1.96599999999999,14.0,16.0,+1 Lap,0.0,-2.0,2.0,16.0,2.0,12.0,,,,98.564,2.467,17.0,97.9,1.649,16.0,MEDIUM,1,"MEDIUM, HARD",1.0,0.0,0,MEDIUM-HARD,0,1,0,0,0,0,MEDIUM-HARD,0,0.0,0,0
555,RAI,Kick Sauber,97.555,16,-0.480000000000004,2020,Abu Dhabi,,,,15.0,12.0,+1 Lap,0.0,3.0,0.0,12.0,2.0,16.0,99.199,1.82100000000001,10.0,98.068,1.971,14.0,98.269,2.018,17.0,MEDIUM,1,"MEDIUM, HARD",0.0,,0,MEDIUM-HARD,0,1,0,0,0,0,MEDIUM-HARD,0,0.0,0,0
556,MAG,Haas F1 Team,97.863,17,-0.787999999999997,2020,Abu Dhabi,,,,20.0,18.0,+1 Lap,0.0,2.0,1.0,18.0,1.0,19.0,,,,98.504,2.407,16.0,98.457,2.206,18.0,HARD,1,"HARD, MEDIUM",0.0,,0,HARD-MEDIUM-MEDIUM,0,0,1,0,0,0,MEDIUM-HARD,1,0.0,0,0
557,RUS,Williams,98.045,18,-0.969999999999999,2020,Abu Dhabi,,,,16.0,15.0,+1 Lap,0.0,1.0,0.0,15.0,0.0,17.0,100.446,3.06800000000001,16.0,98.817,2.72,18.0,97.886,1.635,15.0,MEDIUM,1,"MEDIUM, HARD",0.0,,0,MEDIUM-HARD,0,1,0,0,0,0,MEDIUM-HARD,0,0.0,0,0
558,FIT,Haas F1 Team,98.173,19,-1.098,2020,Abu Dhabi,,,,17.0,19.0,+2 Laps,0.0,-2.0,0.0,19.0,1.0,18.0,104.069,6.691,19.0,99.027,2.92999999999999,19.0,99.159,2.908,20.0,MEDIUM,2,"MEDIUM, HARD, MEDIUM, SOFT",0.0,,0,MEDIUM-HARD-MEDIUM-SOFT,0,1,0,0,0,0,MEDIUM-HARD,1,0.0,0,0
559,LAT,Williams,98.443,20,-1.36800000000001,2020,Abu Dhabi,,,,18.0,17.0,+1 Lap,0.0,1.0,0.0,17.0,0.0,15.0,101.063,3.685,17.0,99.099,3.002,20.0,98.765,2.514,19.0,MEDIUM,1,"MEDIUM, HARD, MEDIUM",0.0,,0,MEDIUM-HARD-MEDIUM,0,1,0,0,0,0,MEDIUM-HARD,1,0.0,0,0
560,HAM,Mercedes,79.514,1,1.58999999999999,2020,Monza,79.092,2.0,0.972000000000008,1.0,7.0,Finished,7.0,-6.0,160.0,7.0,266.0,5.0,80.948,0.245000000000004,2.0,80.192,0.0,1.0,80.439,0.350000000000009,5.0,SOFT,2,"SOFT, MEDIUM, HARD",1.0,1.0,0,SOFT-MEDIUM-HARD-HARD,1,0,0,0,0,0,MEDIUM-HARD,1,0.0,0,0
561,BOT,Mercedes,79.786,2,1.318,2020,Monza,78.952,1.0,1.11200000000001,2.0,5.0,Finished,10.0,-3.0,106.0,5.0,266.0,7.0,80.703,0.0,1.0,80.454,0.262,2.0,80.089,0.0,1.0,SOFT,1,"SOFT, MEDIUM",1.0,1.0,0,SOFT-MEDIUM-MEDIUM,1,0,0,0,0,0,MEDIUM-HARD,1,0.0,0,0
562,PER,Aston Martin,80.048,3,1.056,2020,Monza,79.718,4.0,0.346000000000004,4.0,10.0,Finished,1.0,-6.0,26.0,10.0,70.0,3.0,81.747,1.044,7.0,81.594,1.402,12.0,80.897,0.808000000000007,10.0,SOFT,1,"SOFT, MEDIUM",1.0,1.0,0,SOFT-MEDIUM-MEDIUM,1,0,0,0,0,0,MEDIUM-HARD,1,0.0,0,0
563,SAI,McLaren,80.099,4,1.005,2020,Monza,79.705,3.0,0.359000000000009,3.0,2.0,Finished,18.0,1.0,56.0,2.0,123.0,4.0,81.821,1.11800000000001,10.0,81.313,1.121,7.0,80.318,0.229000000000013,2.0,SOFT,1,"SOFT, MEDIUM",1.0,1.0,0,SOFT-MEDIUM-MEDIUM,1,0,0,0,0,0,MEDIUM-HARD,1,0.0,0,0
564,GAS,RB,80.145,5,0.958999999999989,2020,Monza,79.909,6.0,0.155000000000001,10.0,1.0,Finished,25.0,9.0,55.0,1.0,57.0,9.0,81.667,0.963999999999999,6.0,81.121,0.929000000000002,5.0,80.936,0.847000000000008,12.0,SOFT,2,"SOFT, HARD, MEDIUM",1.0,1.0,0,SOFT-HARD-MEDIUM,1,0,0,0,0,0,MEDIUM-HARD,1,0.0,0,0
565,VER,Red Bull Racing,80.193,6,0.910999999999987,2020,Monza,79.78,5.0,0.284000000000006,5.0,17.0,Power Unit,0.0,-12.0,114.0,17.0,167.0,15.0,81.641,0.938000000000002,5.0,81.228,1.036,6.0,80.456,0.367000000000004,6.0,SOFT,1,"SOFT, MEDIUM",1.0,1.0,1,SOFT-MEDIUM-MEDIUM,1,0,0,0,0,0,MEDIUM-HARD,1,0.0,0,1
566,KVY,RB,80.307,7,0.796999999999997,2020,Monza,80.169,11.0,-0.105000000000004,11.0,9.0,Finished,2.0,2.0,2.0,9.0,57.0,1.0,81.555,0.852000000000004,4.0,81.376,1.184,8.0,80.953,0.864000000000004,13.0,HARD,1,"HARD, MEDIUM",1.0,0.0,0,HARD-MEDIUM-MEDIUM,0,0,1,0,0,0,MEDIUM-HARD,1,0.0,0,0
567,NOR,McLaren,80.344,8,0.759999999999991,2020,Monza,79.962,8.0,0.102000000000004,6.0,4.0,Finished,12.0,2.0,67.0,4.0,123.0,2.0,81.747,1.044,7.0,81.089,0.896999999999991,4.0,80.412,0.323000000000008,3.0,SOFT,1,"SOFT, MEDIUM",1.0,1.0,0,SOFT-MEDIUM-MEDIUM,1,0,0,0,0,0,MEDIUM-HARD,1,0.0,0,0
568,STR,Aston Martin,80.4,9,0.703999999999994,2020,Monza,79.924,7.0,0.140000000000001,8.0,3.0,Finished,15.0,5.0,44.0,3.0,70.0,10.0,82.131,1.428,13.0,81.389,1.197,9.0,80.804,0.715000000000003,9.0,SOFT,1,"SOFT, MEDIUM",1.0,1.0,0,SOFT-MEDIUM,1,0,0,0,0,0,MEDIUM-HARD,1,0.0,0,0
569,LEC,Ferrari,80.443,10,0.660999999999987,2020,Monza,80.273,13.0,-0.209000000000003,13.0,18.0,Accident,0.0,-5.0,34.0,18.0,50.0,20.0,81.904,1.20100000000001,11.0,81.503,1.31099999999999,10.0,80.917,0.828000000000003,11.0,SOFT,1,"SOFT, HARD",1.0,0.0,1,SOFT-HARD-HARD,1,0,0,0,0,0,MEDIUM-HARD,1,0.0,1,0
570,RIC,Alpine,80.548,11,0.555999999999997,2020,Monza,80.031,9.0,0.0330000000000012,7.0,6.0,Finished,8.0,1.0,50.0,6.0,80.0,8.0,81.789,1.086,9.0,80.905,0.712999999999994,3.0,80.419,0.330000000000013,4.0,SOFT,1,"SOFT, MEDIUM",1.0,1.0,0,SOFT-MEDIUM-MEDIUM,1,0,0,0,0,0,MEDIUM-HARD,1,0.0,0,0
571,OCO,Alpine,80.747,12,0.356999999999999,2020,Monza,80.234,12.0,-0.170000000000002,12.0,8.0,Finished,4.0,4.0,30.0,8.0,80.0,6.0,81.984,1.28100000000001,12.0,81.697,1.505,13.0,80.693,0.604000000000013,8.0,SOFT,1,"SOFT, MEDIUM, SOFT",1.0,0.0,0,SOFT-MEDIUM-SOFT,1,0,0,0,0,0,MEDIUM-HARD,1,0.0,0,0
572,MAG,Haas F1 Team,80.869,13,0.234999999999999,2020,Monza,81.573,15.0,-1.509,15.0,19.0,Power Unit,0.0,-4.0,1.0,19.0,1.0,12.0,82.422,1.71900000000001,15.0,82.088,1.896,17.0,81.436,1.34700000000001,16.0,MEDIUM,1,"MEDIUM, HARD",1.0,0.0,1,MEDIUM-HARD,0,1,0,0,0,0,MEDIUM-HARD,0,0.0,0,1
573,RAI,Kick Sauber,81.01,14,0.093999999999994,2020,Monza,80.926,14.0,-0.861999999999995,14.0,13.0,Finished,0.0,1.0,0.0,13.0,2.0,16.0,82.619,1.916,18.0,82.147,1.955,18.0,81.459,1.37,17.0,MEDIUM,2,"MEDIUM, HARD, SOFT",1.0,0.0,0,MEDIUM-HARD-SOFT,0,1,0,0,0,0,MEDIUM-HARD,1,0.0,0,0
574,ALB,Red Bull Racing,81.104,15,0.0,2020,Monza,80.064,10.0,0.0,9.0,15.0,Finished,0.0,-6.0,53.0,15.0,167.0,17.0,81.5,0.796999999999997,3.0,81.531,1.339,11.0,80.563,0.474000000000004,7.0,SOFT,2,"SOFT, MEDIUM, HARD",1.0,1.0,0,SOFT-MEDIUM-HARD,1,0,0,0,0,0,MEDIUM-HARD,1,0.0,0,0
575,GRO,Haas F1 Team,81.139,16,-0.0350000000000108,2020,Monza,,,,16.0,12.0,Finished,0.0,4.0,0.0,12.0,1.0,19.0,82.409,1.706,14.0,81.729,1.53699999999999,14.0,81.205,1.116,14.0,MEDIUM,1,"MEDIUM, HARD",0.0,,0,MEDIUM-HARD-HARD,0,1,0,0,0,0,MEDIUM-HARD,1,0.0,0,0
576,VET,Ferrari,81.151,17,-0.0470000000000112,2020,Monza,,,,17.0,20.0,Brakes,0.0,-3.0,16.0,20.0,50.0,18.0,82.557,1.854,17.0,81.733,1.541,15.0,81.263,1.17400000000001,15.0,HARD,0,HARD,0.0,,1,HARD,0,0,1,0,0,0,MEDIUM-HARD,1,0.0,0,1
577,GIO,Kick Sauber,81.206,18,-0.102000000000004,2020,Monza,,,,18.0,16.0,Finished,0.0,2.0,2.0,16.0,2.0,13.0,82.552,1.849,16.0,81.786,1.59399999999999,16.0,82.09,2.001,20.0,MEDIUM,2,"MEDIUM, HARD, SOFT",0.0,,0,MEDIUM-HARD-SOFT-SOFT,0,1,0,0,0,0,MEDIUM-HARD,1,0.0,0,0
578,RUS,Williams,81.587,19,-0.483000000000004,2020,Monza,,,,19.0,14.0,Finished,0.0,5.0,0.0,14.0,0.0,11.0,,,,82.927,2.735,20.0,81.677,1.58800000000001,18.0,MEDIUM,1,"MEDIUM, HARD, MEDIUM",0.0,,0,MEDIUM-HARD-MEDIUM,0,1,0,0,0,0,MEDIUM-HARD,1,0.0,0,0
579,LAT,Williams,81.717,20,-0.613,2020,Monza,,,,20.0,11.0,Finished,0.0,9.0,0.0,11.0,0.0,14.0,83.12,2.417,20.0,82.825,2.633,19.0,81.764,1.67500000000001,19.0,MEDIUM,1,"MEDIUM, HARD, MEDIUM",0.0,,0,MEDIUM-HARD-MEDIUM,0,1,0,0,0,0,MEDIUM-HARD,1,0.0,0,0
580,VER,Red Bull Racing,117.485,1,10.129,2020,Turkey,110.293,1.0,3.985,2.0,6.0,Finished,8.0,-4.0,122.0,6.0,181.0,7.0,95.077,0.0,1.0,88.33,0.0,1.0,108.485,0.0,1.0,WET,1,"WET, INTERMEDIATE",1.0,1.0,0,WET-INTERMEDIATE-INTERMEDIATE-INTERMEDIATE,0,0,0,1,0,0,WET-INTERMEDIATE-INTERMEDIATE-INTERMEDIATE,0,0.0,0,0
581,ALB,Red Bull Racing,119.431,2,8.18299999999999,2020,Turkey,112.282,2.0,1.996,4.0,7.0,Finished,6.0,-3.0,59.0,7.0,181.0,6.0,95.318,0.241,2.0,89.363,1.03299999999999,5.0,110.059,1.574,3.0,WET,1,"WET, INTERMEDIATE",1.0,1.0,0,WET-INTERMEDIATE-INTERMEDIATE,0,0,0,1,0,0,WET-INTERMEDIATE-INTERMEDIATE-INTERMEDIATE,1,0.0,0,0
582,RAI,Kick Sauber,121.249,3,6.365,2020,Turkey,113.793,8.0,0.484999999999999,8.0,15.0,+1 Lap,0.0,-7.0,0.0,15.0,2.0,20.0,101.035,5.958,16.0,91.932,3.60199999999999,16.0,126.351,17.866,16.0,WET,1,"WET, INTERMEDIATE",1.0,1.0,0,WET-INTERMEDIATE-INTERMEDIATE-INTERMEDIATE,0,0,0,1,0,0,WET-INTERMEDIATE-INTERMEDIATE-INTERMEDIATE,0,0.0,0,0
583,VET,Ferrari,123.356,4,4.258,2020,Turkey,115.169,12.0,-0.891000000000005,11.0,3.0,Finished,15.0,8.0,31.0,3.0,77.0,4.0,95.62,0.542999999999992,5.0,90.022,1.69199999999999,9.0,114.49,6.005,6.0,WET,1,"WET, INTERMEDIATE",1.0,0.0,0,WET-INTERMEDIATE-INTERMEDIATE,0,0,0,1,0,0,WET-INTERMEDIATE-INTERMEDIATE-INTERMEDIATE,1,0.0,0,0
584,LEC,Ferrari,124.464,5,3.14999999999999,2020,Turkey,116.696,14.0,-2.41800000000001,12.0,4.0,Finished,12.0,8.0,46.0,4.0,77.0,3.0,95.507,0.429999999999993,3.0,88.731,0.400999999999996,2.0,109.43,0.944999999999993,2.0,WET,1,"WET, INTERMEDIATE",1.0,0.0,0,WET-INTERMEDIATE-INTERMEDIATE,0,0,0,1,0,0,WET-INTERMEDIATE-INTERMEDIATE-INTERMEDIATE,1,0.0,0,0
585,GAS,RB,125.579,6,2.035,2020,Turkey,118.556,15.0,-4.27800000000001,19.0,13.0,+1 Lap,0.0,6.0,55.0,13.0,57.0,12.0,95.543,0.465999999999994,4.0,89.944,1.61399999999999,7.0,122.473,13.988,14.0,WET,1,"WET, INTERMEDIATE",1.0,0.0,0,WET-INTERMEDIATE-INTERMEDIATE,0,0,0,1,0,0,WET-INTERMEDIATE-INTERMEDIATE-INTERMEDIATE,1,0.0,0,0
586,RIC,Alpine,125.598,7,2.01599999999999,2020,Turkey,114.278,10.0,0.0,5.0,10.0,Finished,1.0,-5.0,51.0,10.0,81.0,11.0,105.156,10.079,18.0,91.66,3.33,15.0,118.229,9.744,11.0,WET,1,"WET, INTERMEDIATE",1.0,1.0,0,WET-INTERMEDIATE-INTERMEDIATE,0,0,0,1,0,0,WET-INTERMEDIATE-INTERMEDIATE-INTERMEDIATE,1,0.0,0,0
587,OCO,Alpine,126.115,8,1.499,2020,Turkey,113.657,6.0,0.620999999999995,7.0,11.0,+1 Lap,0.0,-4.0,30.0,11.0,81.0,10.0,98.428,3.351,10.0,91.38,3.05,12.0,113.897,5.41199999999999,4.0,WET,1,"WET, INTERMEDIATE",1.0,1.0,0,WET-WET-INTERMEDIATE,0,0,0,1,0,0,WET-INTERMEDIATE-INTERMEDIATE-INTERMEDIATE,1,0.0,0,0
588,BOT,Mercedes,127.001,9,0.613,2020,Turkey,113.767,7.0,0.510999999999996,9.0,14.0,+1 Lap,0.0,-5.0,106.0,14.0,291.0,1.0,97.629,2.55199999999999,9.0,88.905,0.574999999999989,3.0,115.666,7.181,8.0,WET,1,"WET, INTERMEDIATE",1.0,1.0,0,WET-INTERMEDIATE-INTERMEDIATE,0,0,0,1,0,0,WET-INTERMEDIATE-INTERMEDIATE-INTERMEDIATE,1,0.0,0,0
589,NOR,McLaren,127.167,10,0.447000000000003,2020,Turkey,114.945,11.0,-0.667000000000002,14.0,8.0,Finished,5.0,6.0,72.0,8.0,138.0,5.0,97.216,2.139,7.0,89.988,1.65799999999999,8.0,113.995,5.50999999999999,5.0,WET,1,"WET, INTERMEDIATE",1.0,0.0,0,WET-INTERMEDIATE-INTERMEDIATE,0,0,0,1,0,0,WET-INTERMEDIATE-INTERMEDIATE-INTERMEDIATE,1,0.0,0,0
590,GIO,Kick Sauber,127.341,11,0.272999999999996,2020,Turkey,113.431,5.0,0.846999999999994,10.0,20.0,Gearbox,0.0,-10.0,2.0,20.0,2.0,15.0,97.503,2.42599999999999,8.0,91.493,3.163,13.0,122.325,13.84,13.0,WET,1,"WET, INTERMEDIATE",1.0,1.0,1,WET-INTERMEDIATE,0,0,0,1,0,0,WET-INTERMEDIATE-INTERMEDIATE-INTERMEDIATE,1,0.0,0,1
591,STR,Aston Martin,127.467,12,0.146999999999991,2020,Turkey,113.372,4.0,0.905999999999992,1.0,9.0,Finished,2.0,-8.0,46.0,9.0,90.0,2.0,99.484,4.407,13.0,90.297,1.967,10.0,116.824,8.339,10.0,WET,1,"WET, INTERMEDIATE",1.0,1.0,0,WET-INTERMEDIATE-INTERMEDIATE,0,0,0,1,0,0,WET-INTERMEDIATE-INTERMEDIATE-INTERMEDIATE,1,0.0,0,0
592,SAI,McLaren,127.489,13,0.125,2020,Turkey,115.41,13.0,-1.132,15.0,5.0,Finished,10.0,10.0,66.0,5.0,138.0,8.0,106.462,11.385,19.0,91.498,3.16799999999999,14.0,119.548,11.063,12.0,WET,1,"WET, INTERMEDIATE",1.0,0.0,0,WET-INTERMEDIATE-INTERMEDIATE,0,0,0,1,0,0,WET-INTERMEDIATE-INTERMEDIATE-INTERMEDIATE,1,0.0,0,0
593,HAM,Mercedes,127.599,14,0.0150000000000005,2020,Turkey,112.709,3.0,1.569,6.0,1.0,Finished,25.0,5.0,185.0,1.0,291.0,14.0,100.225,5.148,15.0,89.18,0.849999999999994,4.0,,,,WET,1,"WET, INTERMEDIATE",1.0,1.0,0,WET-INTERMEDIATE,0,0,0,1,0,0,WET-INTERMEDIATE-INTERMEDIATE-INTERMEDIATE,1,0.0,0,0
594,PER,Aston Martin,127.614,15,0.0,2020,Turkey,114.097,9.0,0.180999999999997,3.0,2.0,Finished,18.0,1.0,44.0,2.0,90.0,9.0,98.612,3.535,12.0,91.104,2.77399999999999,11.0,115.577,7.092,7.0,WET,1,"WET, INTERMEDIATE",1.0,1.0,0,WET-INTERMEDIATE,0,0,0,1,0,0,WET-INTERMEDIATE-INTERMEDIATE-INTERMEDIATE,1,0.0,0,0
595,MAG,Haas F1 Team,128.007,16,-0.393000000000001,2020,Turkey,,,,13.0,17.0,Withdrew,0.0,-4.0,1.0,17.0,1.0,18.0,101.854,6.777,17.0,92.807,4.47699999999999,19.0,115.878,7.39299999999999,9.0,WET,1,"WET, INTERMEDIATE",0.0,,1,WET-INTERMEDIATE-INTERMEDIATE,0,0,0,1,0,0,WET-INTERMEDIATE-INTERMEDIATE-INTERMEDIATE,1,0.0,0,0
596,KVY,RB,129.07,17,-1.45600000000002,2020,Turkey,,,,16.0,12.0,+1 Lap,0.0,4.0,2.0,12.0,57.0,13.0,96.738,1.66099999999999,6.0,89.689,1.35899999999999,6.0,129.368,20.883,17.0,WET,1,"WET, INTERMEDIATE",0.0,,0,WET-INTERMEDIATE,0,0,0,1,0,0,WET-INTERMEDIATE-INTERMEDIATE-INTERMEDIATE,1,0.0,0,0
597,RUS,Williams,130.017,18,-2.40299999999999,2020,Turkey,,,,20.0,16.0,+1 Lap,0.0,-16.0,0.0,16.0,0.0,19.0,109.256,14.179,20.0,92.302,3.97199999999999,17.0,,,,INTERMEDIATE,0,INTERMEDIATE,0.0,,0,INTERMEDIATE-INTERMEDIATE-INTERMEDIATE,0,0,0,0,1,0,WET-INTERMEDIATE-INTERMEDIATE-INTERMEDIATE,1,1.0,0,0
598,GRO,Haas F1 Team,132.909,19,-5.29500000000002,2020,Turkey,,,,17.0,18.0,Collision damage,0.0,-1.0,0.0,18.0,1.0,17.0,100.025,4.94799999999999,14.0,92.321,3.991,18.0,124.748,16.263,15.0,WET,1,"WET, INTERMEDIATE",0.0,,1,WET-INTERMEDIATE-INTERMEDIATE,0,0,0,1,0,0,WET-INTERMEDIATE-INTERMEDIATE-INTERMEDIATE,1,0.0,1,0
599,LAT,Williams,141.611,20,-13.997,2020,Turkey,,,,20.0,19.0,Collision damage,0.0,-19.0,0.0,19.0,0.0,16.0,98.508,3.431,11.0,93.488,5.15799999999999,20.0,,,,INTERMEDIATE,0,INTERMEDIATE,0.0,,1,INTERMEDIATE-INTERMEDIATE-INTERMEDIATE,0,0,0,0,1,0,WET-INTERMEDIATE-INTERMEDIATE-INTERMEDIATE,1,1.0,1,0
600,HAM,Mercedes,76.828,1,1.10300000000001,2020,Portugal,76.824,2.0,0.657000000000011,1.0,1.0,Finished,26.0,0.0,211.0,1.0,335.0,2.0,78.749,0.338999999999999,2.0,79.308,1.368,8.0,76.68,0.0259999999999962,3.0,MEDIUM,1,"MEDIUM, HARD",1.0,1.0,0,MEDIUM-HARD,0,1,0,0,0,0,SOFT-MEDIUM,1,0.0,0,0
601,VER,Red Bull Racing,76.879,2,1.05200000000001,2020,Portugal,77.038,3.0,0.442999999999998,3.0,3.0,Finished,15.0,0.0,137.0,3.0,196.0,12.0,79.191,0.780999999999992,3.0,78.535,0.594999999999999,2.0,76.659,0.0049999999999954,2.0,SOFT,1,"SOFT, MEDIUM",1.0,1.0,0,SOFT-MEDIUM,1,0,0,0,0,0,SOFT-MEDIUM,0,0.0,0,0
